26-05-2018 11:36:45 	84:CA:BE:F0:FB:95 	student-service : 	WARNING - [1527327405305] User cojacasper failed to log in.
29-06-2018 06:49:15 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247755772] Checking financial card
29-06-2018 06:49:26 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247766777] Logged out successfully
29-06-2018 06:49:26 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247766779] User cojacasper logged in successfully
29-06-2018 06:49:26 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247766781] Checking financial card
29-06-2018 06:49:31 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247771784] Signing up for an exam
29-06-2018 06:49:34 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247774787] Checking financial card
29-06-2018 06:49:40 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247780793] Signing up for an exam
29-06-2018 06:49:43 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247783794] Checking financial card
29-06-2018 06:49:47 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247787795] Signing up for an exam
29-06-2018 06:49:49 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247789798] Logged out successfully
29-06-2018 06:49:49 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247789800] User fsavic logged in successfully
29-06-2018 06:49:49 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247789802] User fsavic logged in successfully
29-06-2018 06:49:51 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247791803] Signing up for an exam
29-06-2018 06:49:55 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247795804] Signing up for an exam
29-06-2018 06:50:00 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247800807] Checking financial card
29-06-2018 06:50:01 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247801810] Signing up for an exam
29-06-2018 06:50:02 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247802813] Logged out successfully
29-06-2018 06:50:02 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247802815] User drstevanovic logged in successfully
29-06-2018 06:50:02 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247802817] Signing up for an exam
29-06-2018 06:50:07 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247807818] Signing up for an exam
29-06-2018 06:50:12 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247812819] User drstevanovic logged in successfully
29-06-2018 06:50:13 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247813822] Signing up for an exam
29-06-2018 06:50:14 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247814825] Logged out successfully
29-06-2018 06:50:14 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247814827] User drstevanovic logged in successfully
29-06-2018 06:50:14 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247814829] Checking financial card
29-06-2018 06:50:20 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247820834] Signing up for an exam
29-06-2018 06:50:23 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247823836] Logged out successfully
29-06-2018 06:50:26 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247826836] Non-user has tried to check financial card!
29-06-2018 06:50:30 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247830838] Non-user has tried to sign up for an exam!
29-06-2018 06:50:32 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530247832841] User fsavic failed to log in.
29-06-2018 06:50:34 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247834843] Non-user has tried to sign up for an exam!
29-06-2018 06:50:37 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247837846] User drstevanovic logged in successfully
29-06-2018 06:50:38 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247838849] Logged out successfully
29-06-2018 06:50:38 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247838851] User drstevanovic logged in successfully
29-06-2018 06:50:38 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247838853] Logged out successfully
29-06-2018 06:50:43 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247843855] Non-user has tried to check financial card!
29-06-2018 06:50:47 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247847858] Non-user has tried to sign up for an exam!
29-06-2018 06:50:48 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247848860] Non-user has tried to check financial card!
29-06-2018 06:50:54 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247854866] Non-user has tried to check financial card!
29-06-2018 06:50:58 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247858868] Non-user has tried to check financial card!
29-06-2018 06:51:00 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247860869] Non-user has tried to sign up for an exam!
29-06-2018 06:51:02 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247862871] Non-user has tried to sign up for an exam!
29-06-2018 06:51:04 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530247864875] User cojacasper failed to log in.
29-06-2018 06:51:11 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247871882] Non-user has tried to sign up for an exam!
29-06-2018 06:51:16 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247876885] User fsavic logged in successfully
29-06-2018 06:51:16 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530247876887] User cojacasper failed to log in.
29-06-2018 06:51:18 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247878890] Signing up for an exam
29-06-2018 06:51:21 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247881893] Checking financial card
29-06-2018 06:51:27 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247887897] Signing up for an exam
29-06-2018 06:51:29 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247889900] Signing up for an exam
29-06-2018 06:51:33 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247893903] Signing up for an exam
29-06-2018 06:51:35 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247895906] Checking financial card
29-06-2018 06:51:37 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247897909] Signing up for an exam
29-06-2018 06:51:38 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247898912] Logged out successfully
29-06-2018 06:51:38 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247898914] User cojacasper logged in successfully
29-06-2018 06:51:38 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247898916] User fsavic logged in successfully
29-06-2018 06:51:39 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247899918] Signing up for an exam
29-06-2018 06:51:41 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247901920] Checking financial card
29-06-2018 06:51:43 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247903924] Signing up for an exam
29-06-2018 06:51:44 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247904927] User fsavic logged in successfully
29-06-2018 06:51:49 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247909929] Signing up for an exam
29-06-2018 06:51:51 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247911931] User fsavic logged in successfully
29-06-2018 06:51:53 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247913934] Logged out successfully
29-06-2018 06:51:53 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530247913936] User fsavic failed to log in.
29-06-2018 06:51:53 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247913938] Non-user has tried to check financial card!
29-06-2018 06:51:57 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247917941] Non-user has tried to check financial card!
29-06-2018 06:51:59 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530247919944] User drstevanovic failed to log in.
29-06-2018 06:52:00 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247920948] User fsavic logged in successfully
29-06-2018 06:52:00 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247920950] Checking financial card
29-06-2018 06:52:05 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247925951] Signing up for an exam
29-06-2018 06:52:07 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247927953] Signing up for an exam
29-06-2018 06:52:10 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247930956] Logged out successfully
29-06-2018 06:52:10 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247930958] User fsavic logged in successfully
29-06-2018 06:52:10 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247930960] Checking financial card
29-06-2018 06:52:12 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247932962] Signing up for an exam
29-06-2018 06:52:13 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530247933963] User fsavic failed to log in.
29-06-2018 06:52:14 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247934965] Checking financial card
29-06-2018 06:52:19 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247939969] Signing up for an exam
29-06-2018 06:52:23 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247943972] Logged out successfully
29-06-2018 06:52:28 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247948975] Non-user has tried to sign up for an exam!
29-06-2018 06:52:29 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247949977] Non-user has tried to check financial card!
29-06-2018 06:52:31 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247951978] Non-user has tried to sign up for an exam!
29-06-2018 06:52:32 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247952980] Non-user has tried to check financial card!
29-06-2018 06:52:33 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247953983] User cojacasper logged in successfully
29-06-2018 06:52:33 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247953985] User fsavic logged in successfully
29-06-2018 06:52:35 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247955988] Logged out successfully
29-06-2018 06:52:38 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247958991] Non-user has tried to check financial card!
29-06-2018 06:52:44 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247964994] Non-user has tried to sign up for an exam!
29-06-2018 06:52:45 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530247965997] Non-user has tried to sign up for an exam!
29-06-2018 06:52:50 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247970999] User fsavic logged in successfully
29-06-2018 06:52:51 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247971000] Signing up for an exam
29-06-2018 06:52:53 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247973002] Signing up for an exam
29-06-2018 06:52:57 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247977004] Signing up for an exam
29-06-2018 06:53:02 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247982006] Checking financial card
29-06-2018 06:53:05 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247985007] Logged out successfully
29-06-2018 06:53:05 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247985009] User cojacasper logged in successfully
29-06-2018 06:53:05 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247985011] User fsavic logged in successfully
29-06-2018 06:53:09 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247989013] Checking financial card
29-06-2018 06:53:14 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247994024] Signing up for an exam
29-06-2018 06:53:15 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530247995025] Signing up for an exam
29-06-2018 06:53:19 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530247999028] User fsavic failed to log in.
29-06-2018 06:53:20 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248000031] Checking financial card
29-06-2018 06:53:30 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248010036] Logged out successfully
29-06-2018 06:53:30 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248010038] User fsavic logged in successfully
29-06-2018 06:53:30 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248010040] Signing up for an exam
29-06-2018 06:53:35 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530248015042] User drstevanovic failed to log in.
29-06-2018 06:53:40 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248020046] Checking financial card
29-06-2018 06:53:41 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248021047] Signing up for an exam
29-06-2018 06:53:46 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248026049] Signing up for an exam
29-06-2018 06:53:49 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248029051] Logged out successfully
29-06-2018 06:53:49 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248029053] User cojacasper logged in successfully
29-06-2018 06:53:49 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248029055] Logged out successfully
29-06-2018 06:53:55 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248035061] Non-user has tried to sign up for an exam!
29-06-2018 06:54:01 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248041066] Non-user has tried to sign up for an exam!
29-06-2018 06:54:03 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248043068] Non-user has tried to sign up for an exam!
29-06-2018 06:54:07 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248047070] Non-user has tried to check financial card!
29-06-2018 06:54:09 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530248049072] User drstevanovic failed to log in.
29-06-2018 06:54:09 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248049074] Non-user has tried to sign up for an exam!
29-06-2018 06:54:13 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248053078] User fsavic logged in successfully
29-06-2018 06:54:17 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248057080] Signing up for an exam
29-06-2018 06:54:18 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248058083] Logged out successfully
29-06-2018 06:54:18 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530248058085] User drstevanovic failed to log in.
29-06-2018 06:54:22 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248062088] Non-user has tried to check financial card!
29-06-2018 06:54:25 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248065090] User drstevanovic logged in successfully
29-06-2018 06:54:25 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248065090] Signing up for an exam
29-06-2018 06:54:29 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248069092] User drstevanovic logged in successfully
29-06-2018 06:54:33 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248073094] Signing up for an exam
29-06-2018 06:54:37 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248077095] Signing up for an exam
29-06-2018 06:54:42 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248082098] Signing up for an exam
29-06-2018 06:54:43 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248083100] Signing up for an exam
29-06-2018 06:54:44 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248084102] Signing up for an exam
29-06-2018 06:54:48 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248088106] Checking financial card
29-06-2018 06:54:49 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248089108] Signing up for an exam
29-06-2018 06:54:50 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248090110] Logged out successfully
29-06-2018 06:54:50 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530248090112] User drstevanovic failed to log in.
29-06-2018 06:54:50 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248090114] Non-user has tried to check financial card!
29-06-2018 06:54:53 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248093116] Non-user has tried to check financial card!
29-06-2018 06:54:56 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248096119] Non-user has tried to sign up for an exam!
29-06-2018 06:55:01 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530248101122] User fsavic failed to log in.
29-06-2018 06:55:01 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248101124] Non-user has tried to check financial card!
29-06-2018 06:55:04 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530248104127] User drstevanovic failed to log in.
29-06-2018 06:55:05 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248105131] User cojacasper logged in successfully
29-06-2018 06:55:05 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248105133] Signing up for an exam
29-06-2018 06:55:07 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248107135] Checking financial card
29-06-2018 06:55:23 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248123141] Signing up for an exam
29-06-2018 06:55:24 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248124144] Checking financial card
29-06-2018 06:55:27 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248127147] Signing up for an exam
29-06-2018 06:55:28 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248128150] Logged out successfully
29-06-2018 06:55:33 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530248133154] User cojacasper failed to log in.
29-06-2018 06:55:33 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248133156] Non-user has tried to sign up for an exam!
29-06-2018 06:55:38 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248138158] User cojacasper logged in successfully
29-06-2018 06:55:40 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248140162] Logged out successfully
29-06-2018 06:55:40 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248140164] User drstevanovic logged in successfully
29-06-2018 06:55:40 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248140166] Logged out successfully
29-06-2018 06:55:45 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248145168] User cojacasper logged in successfully
29-06-2018 06:55:49 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248149170] Signing up for an exam
29-06-2018 06:55:53 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248153172] Signing up for an exam
29-06-2018 06:55:57 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248157175] Signing up for an exam
29-06-2018 06:56:00 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248160177] Signing up for an exam
29-06-2018 06:56:05 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248165179] Signing up for an exam
29-06-2018 06:56:07 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248167180] Checking financial card
29-06-2018 06:56:09 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248169183] Logged out successfully
29-06-2018 06:56:09 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530248169185] User drstevanovic failed to log in.
29-06-2018 06:56:09 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248169187] Non-user has tried to check financial card!
29-06-2018 06:56:14 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248174191] Non-user has tried to check financial card!
29-06-2018 06:56:19 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248179193] User drstevanovic logged in successfully
29-06-2018 06:56:19 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248179195] Signing up for an exam
29-06-2018 06:56:24 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248184198] Checking financial card
29-06-2018 06:56:28 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248188201] User fsavic logged in successfully
29-06-2018 06:56:31 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248191203] Logged out successfully
29-06-2018 06:56:31 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530248191204] User cojacasper failed to log in.
29-06-2018 06:56:31 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248191205] Non-user has tried to sign up for an exam!
29-06-2018 06:56:36 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248196206] Non-user has tried to sign up for an exam!
29-06-2018 06:56:39 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248199208] User fsavic logged in successfully
29-06-2018 06:56:39 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248199209] Signing up for an exam
29-06-2018 06:56:41 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248201211] Logged out successfully
29-06-2018 06:56:46 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248206215] Non-user has tried to check financial card!
29-06-2018 06:56:55 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248215221] Non-user has tried to check financial card!
29-06-2018 06:56:56 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530248216222] User cojacasper failed to log in.
29-06-2018 06:56:56 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248216223] Non-user has tried to sign up for an exam!
29-06-2018 06:56:58 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248218225] User drstevanovic logged in successfully
29-06-2018 06:56:58 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248218227] User drstevanovic logged in successfully
29-06-2018 06:57:03 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248223230] Signing up for an exam
29-06-2018 06:57:06 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248226234] Signing up for an exam
29-06-2018 06:57:08 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248228237] Logged out successfully
29-06-2018 06:57:08 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248228239] User drstevanovic logged in successfully
29-06-2018 06:57:08 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248228241] Checking financial card
29-06-2018 06:57:10 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248230245] Signing up for an exam
29-06-2018 06:57:15 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248235248] Checking financial card
29-06-2018 06:57:17 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248237250] Logged out successfully
29-06-2018 06:57:22 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248242252] Non-user has tried to sign up for an exam!
29-06-2018 06:57:27 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248247259] User cojacasper logged in successfully
29-06-2018 06:57:27 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248247261] Signing up for an exam
29-06-2018 06:57:28 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248248264] User fsavic logged in successfully
29-06-2018 06:57:31 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248251267] Logged out successfully
29-06-2018 06:57:35 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248255269] Non-user has tried to sign up for an exam!
29-06-2018 06:57:41 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530248261275] User fsavic failed to log in.
29-06-2018 06:57:41 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248261277] User fsavic logged in successfully
29-06-2018 06:57:42 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248262279] Logged out successfully
29-06-2018 06:57:44 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248264282] Non-user has tried to check financial card!
29-06-2018 06:57:49 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530248269285] User cojacasper failed to log in.
29-06-2018 06:57:52 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248272290] User cojacasper logged in successfully
29-06-2018 06:57:52 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248272292] Checking financial card
29-06-2018 06:57:56 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248276294] User drstevanovic logged in successfully
29-06-2018 06:57:59 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248279297] Logged out successfully
29-06-2018 06:57:59 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248279299] User fsavic logged in successfully
29-06-2018 06:57:59 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248279301] Checking financial card
29-06-2018 06:58:03 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248283303] Signing up for an exam
29-06-2018 06:58:04 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248284304] Signing up for an exam
29-06-2018 06:58:07 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248287305] Logged out successfully
29-06-2018 06:58:07 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530248287307] User cojacasper failed to log in.
29-06-2018 06:58:08 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248288311] Non-user has tried to check financial card!
29-06-2018 06:58:09 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530248289314] User fsavic failed to log in.
29-06-2018 06:58:10 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248290317] User fsavic logged in successfully
29-06-2018 06:58:10 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248290319] Signing up for an exam
29-06-2018 06:58:14 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248294321] Checking financial card
29-06-2018 06:58:19 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530248299325] User drstevanovic failed to log in.
29-06-2018 06:58:23 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248303328] Logged out successfully
29-06-2018 06:58:28 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530248308329] User drstevanovic failed to log in.
29-06-2018 06:58:28 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248308330] Non-user has tried to check financial card!
29-06-2018 06:58:30 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248310330] User drstevanovic logged in successfully
29-06-2018 06:58:34 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248314332] Logged out successfully
29-06-2018 06:58:34 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248314334] User cojacasper logged in successfully
29-06-2018 06:58:34 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248314336] Signing up for an exam
29-06-2018 06:58:38 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248318338] Signing up for an exam
29-06-2018 06:58:40 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248320340] Checking financial card
29-06-2018 06:58:43 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248323343] Logged out successfully
29-06-2018 06:58:48 	F4:4D:45:7D:36:FD 	student-service : 	CRITICAL - [1530248328346] Non-user has tried to check financial card!
29-06-2018 06:58:53 	F4:4D:45:7D:36:FD 	student-service : 	WARNING - [1530248333350] User fsavic failed to log in.
29-06-2018 06:58:58 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248338355] User fsavic logged in successfully
29-06-2018 06:58:58 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248338357] Checking financial card
29-06-2018 06:59:02 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248342360] User drstevanovic logged in successfully
29-06-2018 06:59:04 	F4:4D:45:7D:36:FD 	student-service : 	INFO - [1530248344363] Checking financial card
